 7.17173950e-02 9.92112386e-02
 8.51329506e-01 2.23799179e-02
 6.43436625e-01 3.25226687e-01
 5.96939006e-01 1.91975818e-01
 4.94050986e-01 2.35139967e-01
 2.36228846e-01 9.85372788e-01
 4.76160004e-02 1.89171486e-01
 4.43704849e-01 2.72355129e-04
 4.06664726e-01 8.09788312e-01
 4.39984992e-02 9.25506033e-03
 4.13511034e-01 2.91211815e-01
 6.06631966e-01 3.42892342e-03
 1.33764524e-01 8.32579111e-01
 1.30607265e-01 6.46404693e-01
 9.84836210e-01 2.34385244e-01
 5.12652232e-02 9.97779122e-01
 5.61603486e-01 5.59753471e-01
 6.73203108e-01 5.38017870e-01
 2.31155449e-01 8.45544712e-02
 2.64932468e-01 6.54418342e-01
 9.16935193e-01 9.98123656e-01
 9.78577278e-04 3.74022494e-02
 7.93949254e-01 5.30059730e-01
 9.89927189e-01 3.46182308e-01
 2.73416929e-01 4.58497469e-02
 6.56121244e-01 5.24437638e-01
 4.20907459e-01 1.61171986e-01
 5.08227587e-01 2.01205296e-01
 8.71828556e-02 6.70408644e-01
 9.26153194e-01 7.86365722e-01
 4.39650568e-01 1.81296375e-01
 4.39421713e-01 8.79425362e-01
 6.30414946e-01 7.37961191e-01
 4.87419443e-01 8.12245506e-01
 8.48859158e-01 6.65946271e-01
 3.16028409e-01 7.13923766e-01
 3.61821242e-01 9.72116847e-01
 5.24743989e-01 4.52628809e-02
 4.39721682e-01 4.50456375e-01
 1.59054099e-01 7.31761590e-01
 4.69752079e-01 3.29160527e-02
 3.53415007e-01 9.27799453e-01
 6.82882876e-01 3.45154687e-01
 7.56133240e-01 5.19753771e-01
 9.59143858e-01 4.07600712e-01
 7.32291951e-01 2.40308916e-01
 9.55846424e-01 2.19912874e-03
 1.07910165e-01 5.55401917e-01
 8.55927901e-02 5.32434331e-01
 9.14610211e-01 7.70378946e-01
 1.02148866e-01 2.14291518e-01
 7.79743431e-01 1.54654492e-01
 4.15289427e-01 6.82501904e-01
 6.61657662e-01 3.40533255e-01
 6.96321444e-01 7.28333653e-01
 8.91318115e-01 8.39440728e-01
 7.58031488e-01 6.67675765e-01
 1.71273693e-03 5.99522788e-01
 9.66852690e-01 6.40971062e-01
 1.60410264e-03 2.94297243e-01
 4.18903648e-01 2.02063018e-01
 4.62639982e-02 4.21382889e-01
 5.13352571e-01 9.14830066e-01
 4.20272913e-02 6.90999061e-01
 6.34885256e-01 3.27337338e-01
 9.55196275e-01 9.01109584e-01
 2.82200600e-02 2.28903809e-01
 6.28436938e-01 6.12737158e-01
 5.37831955e-01 8.48058959e-01
 8.87032663e-01 7.82306186e-01
 9.21917549e-01 9.42656834e-02
 3.68330292e-02 9.61523305e-02
 3.67680120e-01 9.42325331e-01
 3.95517667e-01 5.87392040e-01
 9.32232479e-01 3.19097341e-01
 8.63007700e-01 4.11508238e-01
 6.71134040e-01 8.65051499e-01
 9.88424885e-01 2.46693146e-01
 3.62542107e-01 4.64751115e-02
 2.40758571e-01 2.07676886e-01
 6.41891791e-01 5.80116592e-01
 2.81673640e-01 8.15269007e-01
 8.98597667e-01 1.75671208e-01
 9.06765103e-01 6.15627144e-01
 5.53578365e-01 8.85135763e-01
 3.78573220e-01 6.89854365e-01
 8.31705270e-02 5.34779535e-01
 3.52362780e-01 8.99628371e-01
 7.03411199e-01 9.85437340e-01
 6.79252135e-01 6.78853676e-03
 7.96767389e-01 9.45849945e-01
 4.09851831e-01 9.18016031e-01
 2.57329323e-01 7.04285029e-01
 6.96413235e-02 1.74420237e-01
 4.06155523e-01 4.66605417e-01
 5.57149456e-01 6.99815701e-01
 1.40409742e-01 1.01008157e-01
 8.31203842e-01 7.20699358e-02
 3.78781892e-01 9.35612007e-01
 3.10650248e-02 5.18117211e-02
